created_at_utc,files_dir,log_verification,soak_analysis,runtime_health,would_signal,acceptance,decision_rows,unique_run_ids,latest_run_id,latest_bar_time,latest_timestamp_broker,latest_timestamp_local,latest_risk_state,latest_trade_permission,latest_dry_run,latest_server_time_status,latest_br_stage,latest_br_direction,latest_br_would_signal,would_signal_rows,would_signal_clusters,required_soak_days,observed_soak_days,soak_progress_pct,soak_current_streak_hours,soak_longest_streak_hours,soak_active_market_streak_hours,soak_required_uninterrupted_streak_hours,soak_uninterrupted_pass,soak_weekend_policy,soak_process_uptime_streak_hours,soak_code_freeze_started_at,soak_code_freeze_hours,soak_required_code_freeze_hours,soak_code_freeze_pass,soak_process_code_freeze_pass,soak_last_restart_utc,summary_path,log_report,soak_report,would_signal_report,would_signal_csv,acceptance_report
2026-05-21T22:15:12.406592+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,FAIL,96,5,phase1-dry-run-v0.5,2026.05.21 22:15:00,2026.05.21 22:15:00,2026.05.22 02:14:59,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,6,6,5,0.3542,7.08,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-21T22:15:28.590983+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,96,5,phase1-dry-run-v0.5,2026.05.21 22:15:00,2026.05.21 22:15:00,2026.05.22 02:14:59,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,6,6,5,0.3542,7.08,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-21T22:49:23.647175+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,102,5,phase1-dry-run-v0.5,2026.05.21 22:45:00,2026.05.21 22:45:00,2026.05.22 02:44:58,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,6,6,5,0.375,7.5,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-21T23:19:20.350524+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,108,5,phase1-dry-run-v0.5,2026.05.21 23:15:00,2026.05.21 23:15:00,2026.05.22 03:14:58,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,6,6,5,0.3958,7.92,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-21T23:28:25.862512+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,110,5,phase1-dry-run-v0.5,2026.05.21 23:25:00,2026.05.21 23:25:02,2026.05.22 03:25:00,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,SHORT,false,6,6,5,0.4028,8.06,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-21T23:50:01.456649+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,115,5,phase1-dry-run-v0.5,2026.05.21 23:50:00,2026.05.21 23:50:00,2026.05.22 03:49:58,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,7,7,5,0.4201,8.4,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T00:51:20.887909+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,127,5,phase1-dry-run-v0.5,2026.05.22 00:50:00,2026.05.22 00:50:00,2026.05.22 04:49:58,NORMAL,false,true,CLOCK_OK,WOULD_SIGNAL,SHORT,true,8,8,5,0.4618,9.24,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T01:53:26.553034+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,139,5,phase1-dry-run-v0.5,2026.05.22 01:50:00,2026.05.22 01:50:00,2026.05.22 05:49:58,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,10,10,5,0.5035,10.07,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T02:55:16.250947+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,152,5,phase1-dry-run-v0.5,2026.05.22 02:55:00,2026.05.22 02:55:00,2026.05.22 06:54:58,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,SHORT,false,11,11,5,0.5486,10.97,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T03:00:39.039440+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,153,5,phase1-dry-run-v0.5,2026.05.22 03:00:00,2026.05.22 03:00:00,2026.05.22 06:59:58,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,11,11,5,0.5521,11.04,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T03:56:55.763978+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,164,5,phase1-dry-run-v0.5,2026.05.22 03:55:00,2026.05.22 03:55:01,2026.05.22 07:54:58,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,SHORT,false,11,11,5,0.5903,11.81,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T04:58:00.469677+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,176,5,phase1-dry-run-v0.5,2026.05.22 04:55:00,2026.05.22 04:55:00,2026.05.22 08:54:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,12,12,5,0.6319,12.64,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T05:28:50.122794+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,182,5,phase1-dry-run-v0.5,2026.05.22 05:25:00,2026.05.22 05:25:00,2026.05.22 09:24:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,12,12,5,0.6528,13.06,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T05:59:40.705227+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,188,5,phase1-dry-run-v0.5,2026.05.22 05:55:00,2026.05.22 05:55:00,2026.05.22 09:54:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,SHORT,false,13,13,5,0.6736,13.47,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T06:05:02.763056+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,190,5,phase1-dry-run-v0.5,2026.05.22 06:05:00,2026.05.22 06:05:00,2026.05.22 10:04:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,13,13,5,0.6806,13.61,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T06:05:06.898675+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,190,5,phase1-dry-run-v0.5,2026.05.22 06:05:00,2026.05.22 06:05:00,2026.05.22 10:04:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,13,13,5,0.6806,13.61,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T06:30:51.507653+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,195,5,phase1-dry-run-v0.5,2026.05.22 06:30:00,2026.05.22 06:30:00,2026.05.22 10:29:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,14,14,5,0.6979,13.96,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T06:30:58.431574+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,195,5,phase1-dry-run-v0.5,2026.05.22 06:30:00,2026.05.22 06:30:00,2026.05.22 10:29:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,14,14,5,0.6979,13.96,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
2026-05-22T06:35:09.105521+00:00,C:\MT5PortableGoldMission\MQL5\Files,PASS,PASS,PASS,PASS,PENDING,196,5,phase1-dry-run-v0.5,2026.05.22 06:35:00,2026.05.22 06:35:00,2026.05.22 10:34:57,NORMAL,false,true,CLOCK_OK,WAIT_LEVEL_BREAK_RETEST,LONG,false,14,14,5,0.7014,14.03,,,,,,,,,,,,,,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_STATUS_SUMMARY.json,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_DRY_RUN_LOG_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_SOAK_DRIFT_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REPORT.md,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_WOULD_SIGNAL_REVIEW.csv,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\PHASE1_ACCEPTANCE_REPORT.md
