schema_version,model_id,dataset_version,account_scope,account_label,symbol,source_signal_id,setup_group_id,decision_time_utc,direction,regime,session_bucket,p_win_rehearsal,model_group,preview_action,authorization_status,reason,broker_action_authorized
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 01:15:00Z|2026-06-01 01:20:00Z|2026-06-01 01:25:00Z|4535.02,A3_ML_C01_G00010,2026-06-01 01:30:00Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 03:25:00Z|2026-06-01 03:30:00Z|2026-06-01 03:35:00Z|4523.56,A3_ML_C01_G00011,2026-06-01 03:40:00Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 03:55:00Z|2026-06-01 04:00:00Z|2026-06-01 04:05:00Z|4516.75,A3_ML_C01_G00012,2026-06-01 04:10:00Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 04:15:00Z|2026-06-01 04:20:00Z|2026-06-01 04:25:00Z|4516.75,A3_ML_C01_G00013,2026-06-01 04:34:59Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 04:35:00Z|2026-06-01 04:40:00Z|2026-06-01 04:45:00Z|4516.75,A3_ML_C01_G00014,2026-06-01 04:50:00Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-01 05:30:00Z|2026-06-01 05:35:00Z|2026-06-01 05:40:00Z|4519.47,A3_ML_C01_G00015,2026-06-01 05:49:59Z,LONG,FALLING,Night 20:00-05:59,0.2687500000,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 06:00:00Z|2026-06-01 06:05:00Z|2026-06-01 06:10:00Z|4516.75,A3_ML_C01_G00016,2026-06-01 06:19:59Z,SHORT,FALLING,Morning 06:00-11:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 06:20:00Z|2026-06-01 06:25:00Z|2026-06-01 06:30:00Z|4512.55,A3_ML_C01_G00017,2026-06-01 06:39:59Z,SHORT,FALLING,Morning 06:00-11:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 07:50:00Z|2026-06-01 07:55:00Z|2026-06-01 08:00:00Z|4500.01,A3_ML_C01_G00018,2026-06-01 08:09:59Z,SHORT,FALLING,Morning 06:00-11:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 08:55:00Z|2026-06-01 09:00:00Z|2026-06-01 09:05:00Z|4500.01,A3_ML_C01_G00019,2026-06-01 09:14:59Z,SHORT,FALLING,Morning 06:00-11:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 09:10:00Z|2026-06-01 09:15:00Z|2026-06-01 09:20:00Z|4500.01,A3_ML_C01_G00020,2026-06-01 09:29:59Z,SHORT,FALLING,Morning 06:00-11:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-01 16:05:00Z|2026-06-01 16:10:00Z|2026-06-01 16:15:00Z|4464.79,A3_ML_C01_G00021,2026-06-01 16:24:59Z,LONG,FALLING,Evening 16:00-19:59,0.2687500000,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-01 16:10:00Z|2026-06-01 16:15:00Z|2026-06-01 16:20:00Z|4464.79,A3_ML_C01_G00021,2026-06-01 16:25:00Z,LONG,FALLING,Evening 16:00-19:59,0.2687500000,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 19:25:00Z|2026-06-01 19:30:00Z|2026-06-01 19:35:00Z|4484.62,A3_ML_C01_G00022,2026-06-01 19:44:58Z,SHORT,FALLING,Evening 16:00-19:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 20:20:00Z|2026-06-01 20:25:00Z|2026-06-01 20:30:00Z|4484.62,A3_ML_C01_G00023,2026-06-01 20:39:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 21:45:00Z|2026-06-01 21:50:00Z|2026-06-01 21:55:00Z|4484.62,A3_ML_C01_G00024,2026-06-01 22:04:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 21:50:00Z|2026-06-01 21:55:00Z|2026-06-01 22:00:00Z|4484.62,A3_ML_C01_G00024,2026-06-01 22:09:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 22:00:00Z|2026-06-01 22:05:00Z|2026-06-01 22:10:00Z|4484.62,A3_ML_C01_G00025,2026-06-01 22:19:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 22:05:00Z|2026-06-01 22:10:00Z|2026-06-01 22:15:00Z|4484.62,A3_ML_C01_G00025,2026-06-01 22:24:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-01 22:15:00Z|2026-06-01 22:20:00Z|2026-06-01 22:25:00Z|4484.62,A3_ML_C01_G00026,2026-06-01 22:30:02Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-02 02:55:00Z|2026-06-02 03:00:00Z|2026-06-02 03:05:00Z|4485.59,A3_ML_C01_G00027,2026-06-02 03:14:57Z,LONG,FALLING,Night 20:00-05:59,0.2687500000,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-02 07:40:00Z|2026-06-02 07:45:00Z|2026-06-02 07:50:00Z|4528.16,A3_ML_C01_G00028,2026-06-02 07:59:56Z,LONG,FALLING,Morning 06:00-11:59,0.2687500000,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-02 09:15:00Z|2026-06-02 09:20:00Z|2026-06-02 09:25:00Z|4527.71,A3_ML_C01_G00029,2026-06-02 09:34:56Z,SHORT,FALLING,Morning 06:00-11:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-02 12:55:00Z|2026-06-02 13:00:00Z|2026-06-02 13:05:00Z|4524.47,A3_ML_C01_G00030,2026-06-02 13:14:55Z,SHORT,FALLING,Afternoon 12:00-15:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-02 22:50:00Z|2026-06-02 22:55:00Z|2026-06-02 23:00:00Z|4486.52,A3_ML_C01_G00031,2026-06-02 23:09:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-02 22:55:00Z|2026-06-02 23:00:00Z|2026-06-02 23:05:00Z|4486.52,A3_ML_C01_G00031,2026-06-02 23:14:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-03 00:45:00Z|2026-06-03 00:50:00Z|2026-06-03 00:55:00Z|4486.52,A3_ML_C01_G00032,2026-06-03 01:04:58Z,SHORT,FALLING,Night 20:00-05:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066_8d1ae1b8,xauusd_c02_multiacct_202606220547_geffebb6d_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-03 06:30:00Z|2026-06-03 06:35:00Z|2026-06-03 06:40:00Z|4462.00,A3_ML_C01_G00033,2026-06-03 06:49:57Z,SHORT,FALLING,Morning 06:00-11:59,0.2209302326,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
